BRAND,CATEGORY,COLOR,CUSTOMER_ID,ORDER_COUNTRY,ORDER_DATE,ORDER_ID,ORDER_STATUS,PAYMENT_METHOD,PRODUCT_NAME,QUANTITY,SHIPPING_METHOD,SIZE,SUB-CATEGORY,UNIT_PRICE
H&M,Women's Clothing,Cream,2186,Italy,2022-12-21,ORD-401,Cancelled,PayPal,Women's Faux Fur Coat,5,Standard,Size M,Outerwear,129.99
Mango,Women's Clothing,Brown,2337,Morocco,2022-12-21,ORD-831,Processing,Credit/Debit Card,Women's Suede Trench Coat,9,Standard,Size L,Outerwear,279.99
Levi's,Men's Clothing,Blue,2394,Germany,2022-12-22,ORD-682,Delivered,Credit/Debit Card,Men's Denim Jacket,7,Standard,Size XL,Jackets,119.99
Mango,Women's Clothing,Black,2419,India,2022-12-23,ORD-794,Processing,Credit/Debit Card,Black Leggings,2,Standard,Size S,Leggings,89.99
Ralph Lauren Kids,Kids Clothing,Orange and White,1998,Germany,2022-12-23,ORD-875,Cancelled,PayPal,Orange Striped Polo Shirt,8,Standard,Size 4,Tops,164.99
Mango,Women's Clothing,Navy,2426,Denmark,2022-12-24,ORD-250,Shipped,Cash on Delivery,Velvet Jumpsuit,5,Express,Size S,Jumpsuits & Rompers,178
Nike Kids,Kids Clothing,Gray,2411,United Arab Emirates,2022-12-24,ORD-154,Delivered,Credit/Debit Card,Gray Joggers,2,Standard,Size 12,Pants,34.99
Zara,Accessories,Brown,2395,Morocco,2022-12-25,ORD-116,Delivered,Credit/Debit Card,Leather Strap Watch,7,Standard,One Size,Watches,109.99
J.Crew,Women's Clothing,Charcoal Grey,2162,South Africa,2022-12-25,ORD-547,Shipped,Credit/Debit Card,Women's Wool Peacoat,3,Standard,Size M,Outerwear,249.99
H&M,Men's Clothing,Brown,2299,India,2022-12-25,ORD-662,Delivered,Credit/Debit Card,Brown Leather Loafers,7,Standard,Size 10,Shoes,149.99
H&M Kids,Kids Clothing,Gray,2055,Portugal,2022-12-25,ORD-707,Shipped,Cash on Delivery,Gray Sweatshirt,6,Express,Size 6,Tops,19.99
Adidas Kids,Kids Clothing,Blue,2136,United States,2022-12-25,ORD-1419,Delivered,Credit/Debit Card,Blue Denim Shorts,2,Standard,Size 4T,Shorts,19.99
Coach,Women's Accessories,Black,2148,Italy,2022-12-26,ORD-1177,Shipped,Cash on Delivery,Black Leather Crossbody Bag,3,Standard,One Size,Bags,249.99
Zara Kids,Kids Clothing,Purple and White,2046,Portugal,2022-12-26,ORD-728,Shipped,Cash on Delivery,Purple Floral Romper,7,Express,Size 2,Rompers,94.99
Nike Kids,Kids Clothing,Purple,1995,Canada,2022-12-26,ORD-435,Cancelled,PayPal,Purple Fleece Jacket,6,Standard,Size 8,Jackets,39.99
Zara,Women's Clothing,Blue,2393,Switzerland,2022-12-27,ORD-899,Cancelled,PayPal,Blue Floral Dress,3,Standard,Size S,Dresses,79.99
Adida Kids,Kids Clothing,Blue and White,2115,Spain,2022-12-27,ORD-1280,Processing,Credit/Debit Card,Blue Striped T-Shirt,2,Standard,Size 2T,Tops,12.99
H&M Kids,Kids Clothing,Pink,2041,Denmark,2022-12-27,ORD-1409,Delivered,Credit/Debit Card,Pink Striped Dress,2,Standard,Size 4,Dresses,59.99
Coach,Men's Clothing,Grey,2138,Tunisia,2022-12-27,ORD-1594,Delivered,Credit/Debit Card,Grey Turtleneck Sweater,3,Standard,Size L,Sweaters,129.99
Zara Kids,Kids Clothing,Red and Black,2023,Morocco,2022-12-28,ORD-1284,Delivered,Credit/Debit Card,Red Plaid Button-Up Shirt,2,Standard,Size 4,Tops,86.99
Zara Kids,Kids Clothing,Black,2025,Saudi Arabia,2022-12-28,ORD-162,Delivered,Credit/Debit Card,Black Denim Shorts,4,Standard,Size 8,Bottoms,69.99
Allen Edmonds,Men's Accessories,Brown,2284,Netherlands,2022-12-29,ORD-1038,Delivered,Credit/Debit Card,Brown Leather Belt,9,Standard,Size 34,Belts,79.99
Mango,Women's Clothing,Black,2029,Norway,2022-12-29,ORD-1354,Shipped,Credit/Debit Card,Black Leggings,3,Standard,Size S,Leggings,89.99
Tommy Hilfiger,Men's Clothing,Green,2027,South Africa,2022-12-29,ORD-1326,Delivered,Credit/Debit Card,Quilted Bomber Jacket,3,Standard,Size M,Jackets,89.99
Coach,Men's Clothing,Navy Blue,2114,United Arab Emirates,2022-12-29,ORD-1036,Delivered,Credit/Debit Card,Navy Blue Chinos,1,Standard,Size 34x32,Pants,98.99
Zara,Accessories,Brown,2086,Denmark,2022-12-30,ORD-1236,Processing,Cash on Delivery,Leather Strap Watch,3,Express,One Size,Watches,109.99
J.Crew,Women's Clothing,Grey,2256,Saudi Arabia,2022-12-30,ORD-603,Delivered,Credit/Debit Card,Grey Knit Sweater,7,Standard,Size L,Sweaters,89.99
Coach,Men's Clothing,Navy Blue,2368,Egypt,2022-12-30,ORD-476,Delivered,Credit/Debit Card,Navy Blue Chinos,3,Standard,Size 34x32,Pants,98.99
Common Projects,Men's Shoes,Black,2139,Brazil,2022-12-30,ORD-792,Processing,Credit/Debit Card,Black Leather Sneakers,2,Standard,Size 10,Sneakers,399.99
Zara,Men's Clothing,Green,1996,United States,2022-12-30,ORD-1504,Shipped,Cash on Delivery,Green Utility Jacket,2,Standard,Size XL,Jackets,129.99
Mango,Women's Clothing,Black,2072,United Arab Emirates,2022-12-30,ORD-1074,Shipped,Credit/Debit Card,Black Leggings,1,Standard,Size S,Leggings,89.99
H&M Kids,Kids Clothing,Pink,1992,Spain,2022-12-31,ORD-849,Processing,Credit/Debit Card,Pink Striped Dress,9,Standard,Size 4,Dresses,59.99
Madewell,Women's Clothing,Light Blue,1995,Switzerland,2022-12-31,ORD-1395,Shipped,Credit/Debit Card,Women's Denim Jacket,1,Standard,Size S,Jackets,129.99
Gap Kids,Kids Clothing,White,1996,India,2022-12-31,ORD-1123,Delivered,Credit/Debit Card,White Lace Dress,1,Standard,Size 5,Dresses,39.99
Zara Kids,Kids Clothing,White,2369,Saudi Arabia,2022-12-31,ORD-726,Shipped,Cash on Delivery,White Eyelet Skirt,8,Express,Size 10,Skirts,72.99
Zara,Accessories,Bourbon,2406,China,2023-01-01,ORD-114,Delivered,Credit/Debit Card,Leather Passport Case,4,Standard,One Size,Travel Accessories,125
Madewell,Women's Clothing,Navy/White,2024,France,2023-01-01,ORD-107,Delivered,Credit/Debit Card,Striped Sweater,7,Standard,Size XS,Sweaters,98
H&M Kids,Kids Clothing,Pink,2097,Greece,2023-01-02,ORD-429,Cancelled,PayPal,Pink Striped Dress,4,Standard,Size 4,Dresses,59.99
Nike Kids,Kids Clothing,Green,2020,United Kingdom,2023-01-02,ORD-1003,Delivered,Credit/Debit Card,Green Cargo Pants,2,Standard,Size 12,Bottoms,19.99
H&M Kids,Kids Clothing,Blue,2218,France,2023-01-02,ORD-731,Shipped,Cash on Delivery,Blue Denim Skirt,6,Express,Size 8,Skirts,32.99
H&M,Men's Clothing,Brown,2072,Tunisia,2023-01-04,ORD-102,Delivered,Credit/Debit Card,Brown Leather Loafers,3,Standard,Size 10,Shoes,149.99
Timberland,Men's Shoes,Brown,2195,Portugal,2023-01-04,ORD-326,Processing,Credit/Debit Card,Brown Leather Boots,1,Standard,Size 9.5,Boots,179.99
Levi's,Men's Clothing,Blue,2300,Germany,2023-01-04,ORD-1070,Shipped,Credit/Debit Card,Blue Jeans,6,Standard,Size 32,Jeans,79.99
Common Projects,Men's Shoes,Black,2055,Denmark,2023-01-04,ORD-1072,Shipped,Credit/Debit Card,Black Leather Sneakers,4,Standard,Size 10,Sneakers,399.99
Levi's,Women's Clothing,Black,2323,Japan,2023-01-04,ORD-467,Delivered,Credit/Debit Card,Black Skinny Jeans,4,Standard,Size 28,Jeans,69.99
Cole Haan,Men's Shoes,Brown,2326,United States,2023-01-04,ORD-1042,Delivered,Credit/Debit Card,Leather Oxford Shoes,7,Standard,Size 10.5,Dress Shoes,149.99
Adidas Kids,Kids Clothing,Pink,2376,Greece,2023-01-04,ORD-730,Shipped,Cash on Delivery,Pink Ruffle-Sleeve Top,6,Express,Size 3T,Tops,18.99
Adidas Kids,Kids Clothing,Pink,2091,Norway,2023-01-05,ORD-1150,Delivered,Credit/Debit Card,Pink Ruffle-Sleeve Top,2,Standard,Size 3T,Tops,18.99
Mango,Men's Clothing,Red/Blue,2382,Saudi Arabia,2023-01-05,ORD-632,Delivered,Credit/Debit Card,Checkered Button-Down Shirt,7,Standard,Size L,Tops,49.99
Mango,Women's Clothing,Caramel,2142,Norway,2023-01-05,ORD-811,Processing,Credit/Debit Card,Leather Tote Bag,8,Standard,One Size,Handbags,195
Nike Kids,Kids Clothing,Black,2199,United States,2023-01-06,ORD-172,Delivered,Credit/Debit Card,Black Track Pants,8,Standard,Size 10,Bottoms,29.99
Gap Kids,Kids Clothing,White,2038,Japan,2023-01-06,ORD-983,Delivered,Credit/Debit Card,White Lace Dress,7,Standard,Size 5,Dresses,39.99
J.Crew,Women's Clothing,Grey,2188,Saudi Arabia,2023-01-07,ORD-743,Shipped,Cash on Delivery,Grey Knit Sweater,1,Express,Size L,Sweaters,89.99
Coach,Accessories,Gray,2235,Spain,2023-01-07,ORD-813,Processing,Credit/Debit Card,Wool Fedora Hat,8,Standard,Size M,Hats,195
Marmot,Women's Clothing,Navy Blue,2388,Saudi Arabia,2023-01-08,ORD-837,Processing,Credit/Debit Card,Women's Down Jacket,6,Standard,Size M,Outerwear,299.99
Mango,Women's Clothing,Pink/White,2043,Brazil,2023-01-08,ORD-1505,Shipped,Cash on Delivery,Floral Midi Dress,3,Standard,Size 6,Dresses,148
Gap Kids,Kids Clothing,Yellow,2282,Canada,2023-01-09,ORD-286,Processing,Credit/Debit Card,Yellow Raincoat,8,Express,Size 4,Jackets,49.99
Zara Kids,Kids Clothing,Black,2165,Switzerland,2023-01-09,ORD-302,Processing,Credit/Debit Card,Black Denim Shorts,4,Standard,Size 8,Bottoms,69.99
Timberland,Men's Shoes,Brown,1995,Germany,2023-01-09,ORD-886,Cancelled,PayPal,Brown Leather Boots,10,Standard,Size 9.5,Boots,179.99
Mango,Women's Clothing,Black,2365,China,2023-01-09,ORD-689,Shipped,Cash on Delivery,Women's Leather Moto Jacket,8,Standard,Size S,Jackets,199.99
Nike Kids,Kids Clothing,Green,2004,United States,2023-01-10,ORD-1283,Delivered,Credit/Debit Card,Green Cargo Pants,2,Standard,Size 12,Bottoms,19.99
Adidas Kids,Kids Clothing,Pink,1994,United States,2023-01-10,ORD-177,Delivered,Credit/Debit Card,Pink Ruffle Skirt,6,Standard,Size 6,Skirts,29.99
ASOS,Men's Clothing,Black,2291,Norway,2023-01-10,ORD-418,Cancelled,PayPal,Men's Faux Leather Jacket,2,Standard,Size M,Jackets,79.99
Adidas,Women's Shoes,Grey,2107,Switzerland,2023-01-10,ORD-1356,Shipped,Credit/Debit Card,Grey Sneakers,3,Standard,Size 8,Sneakers,99.99
Nike Kids,Kids Clothing,Gray,2359,Switzerland,2023-01-10,ORD-574,Shipped,Credit/Debit Card,Gray Joggers,1,Standard,Size 12,Pants,34.99
Mango,Women's Clothing,Yellow,2093,China,2023-01-11,ORD-1029,Delivered,Credit/Debit Card,Yellow Sundress,2,Standard,Size M,Dresses,129.99
Gap,Men's Clothing,Navy,2348,Germany,2023-01-11,ORD-200,Shipped,Cash on Delivery,Classic Cotton T-Shirt,6,Express,Size L,Tops,24.99
Adidas Kids,Kids Clothing,Green,2149,Mexico,2023-01-11,ORD-1418,Delivered,Credit/Debit Card,Green Hooded Sweatshirt,3,Standard,Size 14,Tops,44.99
Coach,Women's Accessories,Black,2032,Morocco,2023-01-12,ORD-1185,Shipped,Cash on Delivery,Leather Crossbody Bag,2,Express,One Size,Bags,199.99
Brooks Brothers,Men's Shoes,Brown,2424,Brazil,2023-01-12,ORD-921,Cancelled,PayPal,Brown Leather Loafers,3,Standard,Size 10,Loafers,199.99
Gap Kids,Kids Clothing,White,2371,Mexico,2023-01-12,ORD-143,Delivered,Credit/Debit Card,White Lace Dress,3,Standard,Size 5,Dresses,39.99
Zara,Men's Clothing,Olive Green,2033,Greece,2023-01-13,ORD-1380,Shipped,Credit/Debit Card,Men's Bomber Jacket,2,Standard,Size L,Jackets,89.99
Coach,Men's Clothing,Black,2328,United Kingdom,2023-01-13,ORD-819,Processing,Credit/Debit Card,Black Leather Jacket,4,Standard,Size M,Jackets,899.99
Ray-Ban,Unisex Accessories,Gold/Brown,2107,Spain,2023-01-13,ORD-356,Processing,Credit/Debit Card,Classic Aviator Sunglasses,8,Standard,One Size,Eyewear,149.99
Zara Kids,Kids Clothing,Purple and White,2385,France,2023-01-13,ORD-448,Cancelled,Credit/Debit Card,Purple Floral Romper,9,Standard,Size 2,Rompers,94.99
Zara,Men's Clothing,Olive Green,2131,Netherlands,2023-01-13,ORD-1100,Delivered,Credit/Debit Card,Men's Bomber Jacket,3,Standard,Size L,Jackets,89.99
Ralph Lauren,Men's Clothing,Navy,2096,Denmark,2023-01-13,ORD-1194,Shipped,Cash on Delivery,Wool Peacoat,1,Express,Size L,Jackets,199.99
Coach,Women's Accessories,Black,2058,Switzerland,2023-01-13,ORD-345,Processing,Credit/Debit Card,Leather Crossbody Bag,7,Standard,One Size,Bags,199.99
Ralph Lauren Kids,Kids Clothing,Yellow and White,2200,Greece,2023-01-13,ORD-459,Delivered,Credit/Debit Card,Yellow Floral Sundress,6,Standard,Size 12,Dresses,248.99
Adidas Kids,Kids Clothing,Green,2083,Greece,2023-01-13,ORD-1558,Delivered,Credit/Debit Card,Green Hooded Sweatshirt,3,Standard,Size 14,Tops,44.99
Coach,Men's Shoes,Black,2428,Tunisia,2023-01-13,ORD-505,Delivered,Credit/Debit Card,Black Leather Boots,10,Standard,Size 9,Boots,299.99
Nike Kids,Kids Clothing,Blue,2011,Portugal,2023-01-14,ORD-436,Cancelled,PayPal,Blue Graphic T-shirt,8,Standard,Size 5,Tops,24.99
Zara Kids,Kids Clothing,Purple and White,2128,Tunisia,2023-01-14,ORD-1008,Delivered,Credit/Debit Card,Purple Floral Romper,2,Standard,Size 2,Rompers,94.99
Coach,Women's Clothing,White,2361,Egypt,2023-01-14,ORD-669,Delivered,Credit/Debit Card,White Lace Blouse,7,Standard,Size M,Tops,598
Levi's,Women's Clothing,Light Blue,2080,Norway,2023-01-14,ORD-1041,Delivered,Credit/Debit Card,Distressed Denim Shorts,4,Standard,Size M,Bottoms,49.99
H&M Kids,Kids Clothing,Blue,2027,Spain,2023-01-14,ORD-1264,Processing,Credit/Debit Card,Blue Plaid Shirt,2,Express,Size 12,Tops,29.99
ASOS,Men's Clothing,Black,2201,Mexico,2023-01-14,ORD-558,Shipped,Credit/Debit Card,Men's Faux Leather Jacket,2,Standard,Size M,Jackets,79.99
Zara Kids,Kids Clothing,Grey,2423,Germany,2023-01-14,ORD-178,Delivered,Credit/Debit Card,Grey Hoodie,5,Standard,Size L,Sweatshirts,39.99
Mango,Women's Clothing,Brown,2114,Canada,2023-01-15,ORD-1251,Processing,Credit/Debit Card,Women's Suede Trench Coat,3,Express,Size L,Outerwear,279.99
Mango,Accessories,Silver,1998,Tunisia,2023-01-16,ORD-1235,Processing,Cash on Delivery,Silver Stud Earrings,2,Express,One Size,Jewelry,65
Nike,Men's Clothing,Grey,2083,Brazil,2023-01-16,ORD-513,Delivered,Credit/Debit Card,Grey Sweatpants,3,Standard,Size M,Sweatpants,49.99
Tommy Hilfiger,Men's Clothing,Green,2122,Canada,2023-01-16,ORD-346,Processing,Credit/Debit Card,Quilted Bomber Jacket,7,Standard,Size M,Jackets,89.99
Zara,Accessories,Bourbon,2042,South Africa,2023-01-17,ORD-1234,Processing,Cash on Delivery,Leather Passport Case,1,Express,One Size,Travel Accessories,125
Levi's,Men's Clothing,Blue,2044,India,2023-01-17,ORD-1490,Shipped,Cash on Delivery,Blue Jeans,2,Standard,Size 32,Jeans,79.99
Ralph Lauren Kids,Kids Clothing,Yellow and White,2195,France,2023-01-17,ORD-1019,Delivered,Credit/Debit Card,Yellow Floral Sundress,5,Standard,Size 12,Dresses,248.99
Banana Republic,Women's Clothing,Cream,2026,India,2023-01-17,ORD-1471,Shipped,Cash on Delivery,Cable Knit Sweater,2,Standard,Size S,Sweaters,79.99
Common Projects,Men's Shoes,Black,2139,Morocco,2023-01-17,ORD-932,Cancelled,PayPal,Black Leather Sneakers,4,Standard,Size 10,Sneakers,399.99
Nike Kids,Kids Clothing,Black,2122,India,2023-01-17,ORD-872,Cancelled,PayPal,Black Track Pants,5,Standard,Size 10,Bottoms,29.99
Nike Kids,Kids Clothing,Blue,2064,Denmark,2023-01-19,ORD-1550,Delivered,Credit/Debit Card,Blue Hoodie,2,Standard,Size 10,Tops,39.99
Clarks,Men's Shoes,Taupe,2399,Spain,2023-01-19,ORD-768,Shipped,Cash on Delivery,Suede Desert Boots,3,Express,Size 9,Casual Shoes,99.99
Gap Kids,Kids Clothing,White,2098,Mexico,2023-01-19,ORD-563,Shipped,Credit/Debit Card,White Lace Dress,4,Standard,Size 5,Dresses,39.99
Mango,Women's Clothing,Black,2026,Brazil,2023-01-20,ORD-514,Delivered,Credit/Debit Card,Black Leggings,9,Standard,Size S,Leggings,89.99
Tumi,Men's Accessories,Black,2037,Norway,2023-01-20,ORD-1497,Shipped,Cash on Delivery,Black Leather Backpack,3,Standard,One Size,Backpacks,399.99
Adidas Kids,Kids Clothing,Pink,2342,Hong Kong,2023-01-20,ORD-737,Shipped,Cash on Delivery,Pink Ruffle Skirt,4,Express,Size 6,Skirts,29.99
Zara,Women's Clothing,Black,2001,Switzerland,2023-01-21,ORD-1475,Shipped,Cash on Delivery,A-Line Mini Skirt,2,Standard,Size XS,Skirts,59.99
Theory,Women's Clothing,Grey,2129,Portugal,2023-01-21,ORD-646,Delivered,Credit/Debit Card,Grey Turtleneck Sweater,8,Standard,Size S,Sweaters,149.99
H&M Kids,Kids Clothing,Pink,2078,France,2023-01-21,ORD-1269,Processing,Credit/Debit Card,Pink Striped Dress,3,Express,Size 4,Dresses,59.99
Cole Haan,Men's Shoes,Brown,2351,Norway,2023-01-21,ORD-482,Delivered,Credit/Debit Card,Leather Oxford Shoes,7,Standard,Size 10.5,Dress Shoes,149.99
Levi's,Women's Clothing,Light Blue,2185,Saudi Arabia,2023-01-21,ORD-761,Shipped,Cash on Delivery,Distressed Denim Shorts,8,Express,Size M,Bottoms,49.99
H&M,Men's Clothing,Gray,2382,France,2023-01-21,ORD-801,Processing,Credit/Debit Card,Gray Pullover Sweater,9,Standard,Size L,Sweaters,129
J.Crew,Men's Clothing,Blue/White,1996,Portugal,2023-01-22,ORD-1463,Delivered,Credit/Debit Card,Striped Button-Up Shirt,1,Standard,Size XL,Tops,59.99
Forever 21,Women's Clothing,Red,2052,Mexico,2023-01-22,ORD-1315,Delivered,Credit/Debit Card,Red Plaid Skirt,2,Standard,Size S,Skirts,39.99
Adidas Kids,Kids Clothing,Pink,2155,India,2023-01-23,ORD-870,Cancelled,PayPal,Pink Ruffle-Sleeve Top,3,Standard,Size 3T,Tops,18.99
Steve Madden,Women's Shoes,Black,2015,India,2023-01-24,ORD-218,Shipped,Cash on Delivery,Lace-Up Combat Boots,7,Express,Size 8,Boots,129.99
AllSaints,Men's Clothing,Black,2055,Spain,2023-01-25,ORD-789,Processing,Credit/Debit Card,Black Leather Jacket,3,Express,Size M,Jackets,499.99
Timberland,Men's Shoes,Brown,2224,United States,2023-01-26,ORD-606,Delivered,Credit/Debit Card,Brown Leather Boots,3,Standard,Size 9.5,Boots,179.99
Burberry,Men's Clothing,Black,2032,Portugal,2023-01-26,ORD-1396,Shipped,Credit/Debit Card,Men's Hooded Parka,2,Standard,Size L,Jackets,599.99
H&M,Men's Clothing,Gray,2146,Italy,2023-01-27,ORD-1221,Shipped,Cash on Delivery,Gray Pullover Sweater,3,Express,Size L,Sweaters,129
Marmot,Women's Clothing,Navy Blue,2106,Mexico,2023-01-27,ORD-1117,Delivered,Credit/Debit Card,Women's Down Jacket,3,Standard,Size M,Outerwear,299.99
Gap Kids,Kids Clothing,Pink,2272,Tunisia,2023-01-27,ORD-980,Delivered,Credit/Debit Card,Pink Floral Dress,3,Standard,Size 6,Dresses,24.99
Nike Kids,Kids Clothing,Black,2394,Egypt,2023-01-27,ORD-732,Shipped,Cash on Delivery,Black Track Pants,7,Express,Size 10,Bottoms,29.99
Ralph Lauren Kids,Kids Clothing,Orange and White,2304,United Arab Emirates,2023-01-27,ORD-315,Processing,Credit/Debit Card,Orange Striped Polo Shirt,8,Standard,Size 4,Tops,164.99
Coach,Women's Clothing,White,2343,Spain,2023-01-27,ORD-249,Shipped,Cash on Delivery,White Lace Blouse,7,Express,Size M,Tops,598
J.Crew,Men's Clothing,Blue/White,2117,United Kingdom,2023-01-28,ORD-1323,Delivered,Credit/Debit Card,Striped Button-Up Shirt,2,Standard,Size XL,Tops,59.99
Mango,Men's Clothing,Red/Black,2152,United States,2023-01-28,ORD-803,Processing,Credit/Debit Card,Checked Flannel Shirt,3,Standard,Size S,Shirts,89.5
Zara,Accessories,Brown,2261,Denmark,2023-01-29,ORD-396,Cancelled,PayPal,Leather Strap Watch,7,Standard,One Size,Watches,109.99
H&M Kids,Kids Clothing,Pink and Green,2289,United Kingdom,2023-01-29,ORD-161,Delivered,Credit/Debit Card,Pink Floral Dress,2,Standard,Size 6,Dresses,24.99
Zara,Men's Clothing,Grey,2011,Switzerland,2023-01-29,ORD-748,Shipped,Cash on Delivery,Grey Herringbone Blazer,3,Express,Size 40R,Blazers,599.99
Nike,Men's Clothing,Red,2215,Germany,2023-01-29,ORD-264,Shipped,Cash on Delivery,Men's Hooded Windbreaker,4,Express,Size M,Jackets,79.99
Nike Kids,Kids Clothing,Green Camouflage,1996,United Kingdom,2023-01-29,ORD-1013,Delivered,Credit/Debit Card,Green Camo Hoodie,5,Standard,Size M,Sweatshirts,21.99
Dr. Martens,Men's Shoes,Black,2368,Tunisia,2023-01-29,ORD-1032,Delivered,Credit/Debit Card,Black Leather Chelsea Boots,3,Standard,Size 10,Boots,169.99
Nike Kids,Kids Clothing,Green,2054,South Africa,2023-01-30,ORD-583,Shipped,Credit/Debit Card,Green Cargo Pants,9,Standard,Size 12,Bottoms,19.99
Gap Kids,Kids Clothing,Red,2301,Brazil,2023-01-30,ORD-572,Shipped,Credit/Debit Card,Red Puffer Jacket,9,Standard,Size 14/16,Jackets,79.99
Topshop,Women's Clothing,Red,2282,China,2023-01-31,ORD-1022,Delivered,Credit/Debit Card,Red Wrap Skirt,8,Standard,Size M,Skirts,59.99
Nike Kids,Kids Clothing,Green,2017,South Africa,2023-01-31,ORD-723,Shipped,Cash on Delivery,Green Cargo Pants,10,Express,Size 12,Bottoms,19.99
Gap Kids,Kids Clothing,White,1988,Saudi Arabia,2023-01-31,ORD-1403,Shipped,Credit/Debit Card,White Lace Dress,2,Standard,Size 5,Dresses,39.99
Levi's,Men's Clothing,Blue,2125,France,2023-01-31,ORD-1242,Processing,Cash on Delivery,Men's Denim Jacket,3,Express,Size XL,Jackets,119.99
Mango,Women's Accessories,Brown,2249,Mexico,2023-02-01,ORD-518,Delivered,Credit/Debit Card,Brown Leather Gloves,7,Standard,Size M,Gloves,129.99
Zara,Men's Clothing,Green,2020,Greece,2023-02-01,ORD-1224,Processing,Cash on Delivery,Green Utility Jacket,2,Express,Size XL,Jackets,129.99
J.Crew,Men's Clothing,Grey,2214,China,2023-02-01,ORD-777,Shipped,Credit/Debit Card,V-Neck Cashmere Sweater,7,Express,Size XL,Sweaters,119.99
Topshop,Women's Clothing,Burgundy,2228,Switzerland,2023-02-02,ORD-413,Cancelled,PayPal,Women's Faux Leather Jacket,2,Standard,Size M,Jackets,99.99
Reebok,Men's Shoes,White,2361,Greece,2023-02-02,ORD-770,Shipped,Cash on Delivery,Classic Leather Sneakers,2,Express,Size 11,Athletic Shoes,79.99
Coach,Accessories,Gray,2290,Morocco,2023-02-02,ORD-113,Delivered,Credit/Debit Card,Wool Fedora Hat,8,Standard,Size M,Hats,195
H&M,Men's Clothing,Brown,2297,Tunisia,2023-02-03,ORD-1082,Shipped,Credit/Debit Card,Brown Leather Loafers,2,Standard,Size 10,Shoes,149.99
Adidas Kids,Kids Clothing,Green,2041,United Kingdom,2023-02-03,ORD-718,Shipped,Cash on Delivery,Green Hooded Sweatshirt,2,Express,Size 14,Tops,44.99
Levi's,Women's Clothing,Dark Blue,2442,Morocco,2023-02-03,ORD-627,Delivered,Credit/Debit Card,High-Waisted Skinny Jeans,2,Standard,Size 28,Bottoms,79.99
H&M,Women's Clothing,Black,2266,Hong Kong,2023-02-04,ORD-806,Processing,Credit/Debit Card,Black Ankle Boots,8,Standard,Size 8,Shoes,129.95
Gap Kids,Kids Clothing,Yellow,2160,Tunisia,2023-02-04,ORD-146,Delivered,Credit/Debit Card,Yellow Raincoat,6,Standard,Size 4,Jackets,49.99
H&M,Men's Clothing,Brown,2028,Japan,2023-02-04,ORD-1222,Processing,Cash on Delivery,Brown Leather Loafers,3,Express,Size 10,Shoes,149.99
H&M Kids,Kids Clothing,Green,2001,India,2023-02-04,ORD-1551,Delivered,Credit/Debit Card,Green Camo Pants,3,Standard,Size 5,Pants,24.99
Coachy,Women's Clothing,Black,2361,Japan,2023-02-04,ORD-927,Cancelled,PayPal,Black Pencil Skirt,3,Standard,Size 4,Skirts,179.99
Adidas,Women's Shoes,Grey,2292,Canada,2023-02-04,ORD-936,Cancelled,PayPal,Grey Sneakers,1,Standard,Size 8,Sneakers,99.99
Adidas Kids,Kids Clothing,Green,2144,Portugal,2023-02-05,ORD-1278,Processing,Credit/Debit Card,Green Hooded Sweatshirt,2,Standard,Size 14,Tops,44.99
